"ABUNDANCE","BIOMASS","GENUS_SPECIES","SAMPLE_DESC","PLOT","LATITUDE","LONGITUDE","DAY","MONTH","YEAR"
"1","34.2","Tsuga canadensis","46.92_-88.026_7091/0/143_2004","7091/0/143","46.920000","-88.026000","1","1","2004"
"1","36.5","Tsuga canadensis","46.92_-88.026_7091/0/143_2009","7091/0/143","46.920000","-88.026000","1","1","2009"
"1","17.7","Tsuga canadensis","46.92_-88.026_7091/0/144_1962","7091/0/144","46.920000","-88.026000","1","1","1962"
"1","18.2","Tsuga canadensis","46.92_-88.026_7091/0/144_1967","7091/0/144","46.920000","-88.026000","1","1","1967"
"1","20.5","Tsuga canadensis","46.92_-88.026_7091/0/144_1989","7091/0/144","46.920000","-88.026000","1","1","1989"
"1","21","Tsuga canadensis","46.92_-88.026_7091/0/144_1994","7091/0/144","46.920000","-88.026000","1","1","1994"
"1","21.6","Tsuga canadensis","46.92_-88.026_7091/0/144_1999","7091/0/144","46.920000","-88.026000","1","1","1999"
"1","21.7","Tsuga canadensis","46.92_-88.026_7091/0/144_2004","7091/0/144","46.920000","-88.026000","1","1","2004"
"1","22.7","Tsuga canadensis","46.92_-88.026_7091/0/144_2009","7091/0/144","46.920000","-88.026000","1","1","2009"
"1","17.5","Tsuga canadensis","46.92_-88.026_7091/0/146_1962","7091/0/146","46.920000","-88.026000","1","1","1962"
"1","18.7","Tsuga canadensis","46.92_-88.026_7091/0/146_1967","7091/0/146","46.920000","-88.026000","1","1","1967"
"1","24.3","Tsuga canadensis","46.92_-88.026_7091/0/146_1989","7091/0/146","46.920000","-88.026000","1","1","1989"
"1","26","Tsuga canadensis","46.92_-88.026_7091/0/146_1994","7091/0/146","46.920000","-88.026000","1","1","1994"
"1","27.7","Tsuga canadensis","46.92_-88.026_7091/0/146_1999","7091/0/146","46.920000","-88.026000","1","1","1999"
"1","28.2","Tsuga canadensis","46.92_-88.026_7091/0/146_2004","7091/0/146","46.920000","-88.026000","1","1","2004"
"1","29.4","Tsuga canadensis","46.92_-88.026_7091/0/146_2009","7091/0/146","46.920000","-88.026000","1","1","2009"
"1","28.1","Tsuga canadensis","46.92_-88.026_7091/0/147_1962","7091/0/147","46.920000","-88.026000","1","1","1962"
"1","29.2","Tsuga canadensis","46.92_-88.026_7091/0/147_1967","7091/0/147","46.920000","-88.026000","1","1","1967"
"1","33.4","Tsuga canadensis","46.92_-88.026_7091/0/147_1989","7091/0/147","46.920000","-88.026000","1","1","1989"
"1","33.7","Tsuga canadensis","46.92_-88.026_7091/0/147_1994","7091/0/147","46.920000","-88.026000","1","1","1994"
"1","34.2","Tsuga canadensis","46.92_-88.026_7091/0/147_1999","7091/0/147","46.920000","-88.026000","1","1","1999"
"1","34.2","Tsuga canadensis","46.92_-88.026_7091/1/147_2004","7091/1/147","46.920000","-88.026000","1","1","2004"
"1","19.3","Tsuga canadensis","46.92_-88.026_7091/0/149_1962","7091/0/149","46.920000","-88.026000","1","1","1962"
"1","20.3","Tsuga canadensis","46.92_-88.026_7091/0/149_1967","7091/0/149","46.920000","-88.026000","1","1","1967"
"1","25.5","Tsuga canadensis","46.92_-88.026_7091/0/149_1989","7091/0/149","46.920000","-88.026000","1","1","1989"
"1","25.6","Tsuga canadensis","46.92_-88.026_7091/0/149_1994","7091/0/149","46.920000","-88.026000","1","1","1994"
"1","26.2","Tsuga canadensis","46.92_-88.026_7091/0/149_1999","7091/0/149","46.920000","-88.026000","1","1","1999"
"1","27.2","Tsuga canadensis","46.92_-88.026_7091/0/149_2004","7091/0/149","46.920000","-88.026000","1","1","2004"
"1","27.2","Tsuga canadensis","46.92_-88.026_7091/1/149_2009","7091/1/149","46.920000","-88.026000","1","1","2009"
"1","22.3","Tsuga canadensis","46.92_-88.026_7091/0/151_1962","7091/0/151","46.920000","-88.026000","1","1","1962"
"1","23.3","Tsuga canadensis","46.92_-88.026_7091/0/151_1967","7091/0/151","46.920000","-88.026000","1","1","1967"
"1","27.6","Tsuga canadensis","46.92_-88.026_7091/0/151_1989","7091/0/151","46.920000","-88.026000","1","1","1989"
"1","27.6","Tsuga canadensis","46.92_-88.026_7091/1/151_1994","7091/1/151","46.920000","-88.026000","1","1","1994"
"1","15.4","Tsuga canadensis","46.92_-88.026_7091/0/152_1962","7091/0/152","46.920000","-88.026000","1","1","1962"
"1","16","Tsuga canadensis","46.92_-88.026_7091/0/152_1967","7091/0/152","46.920000","-88.026000","1","1","1967"
"1","17.6","Tsuga canadensis","46.92_-88.026_7091/0/152_1989","7091/0/152","46.920000","-88.026000","1","1","1989"
"1","17.6","Tsuga canadensis","46.92_-88.026_7091/1/152_1994","7091/1/152","46.920000","-88.026000","1","1","1994"
"1","11.6","Tsuga canadensis","46.92_-88.026_7091/0/153_1989","7091/0/153","46.920000","-88.026000","1","1","1989"
"1","11.9","Tsuga canadensis","46.92_-88.026_7091/0/153_1994","7091/0/153","46.920000","-88.026000","1","1","1994"
"1","12.2","Tsuga canadensis","46.92_-88.026_7091/0/153_1999","7091/0/153","46.920000","-88.026000","1","1","1999"
"1","13.2","Tsuga canadensis","46.92_-88.026_7091/0/153_2004","7091/0/153","46.920000","-88.026000","1","1","2004"
"1","13.9","Tsuga canadensis","46.92_-88.026_7091/0/153_2009","7091/0/153","46.920000","-88.026000","1","1","2009"
"1","13.7","Tsuga canadensis","46.92_-88.026_7091/0/154_1962","7091/0/154","46.920000","-88.026000","1","1","1962"
"1","14.2","Tsuga canadensis","46.92_-88.026_7091/0/154_1967","7091/0/154","46.920000","-88.026000","1","1","1967"
"1","16.2","Tsuga canadensis","46.92_-88.026_7091/0/154_1989","7091/0/154","46.920000","-88.026000","1","1","1989"
"1","16.5","Tsuga canadensis","46.92_-88.026_7091/0/154_1994","7091/0/154","46.920000","-88.026000","1","1","1994"
"1","16.5","Tsuga canadensis","46.92_-88.026_7091/0/154_1999","7091/0/154","46.920000","-88.026000","1","1","1999"
"1","17","Tsuga canadensis","46.92_-88.026_7091/0/154_2004","7091/0/154","46.920000","-88.026000","1","1","2004"
"1","17","Tsuga canadensis","46.92_-88.026_7091/0/154_2009","7091/0/154","46.920000","-88.026000","1","1","2009"
"1","12.9","Tsuga canadensis","46.92_-88.026_7091/0/155_1962","7091/0/155","46.920000","-88.026000","1","1","1962"
"1","13.2","Tsuga canadensis","46.92_-88.026_7091/0/155_1967","7091/0/155","46.920000","-88.026000","1","1","1967"
"1","14.6","Tsuga canadensis","46.92_-88.026_7091/0/155_1989","7091/0/155","46.920000","-88.026000","1","1","1989"
"1","14.8","Tsuga canadensis","46.92_-88.026_7091/0/155_1994","7091/0/155","46.920000","-88.026000","1","1","1994"
"1","14.9","Tsuga canadensis","46.92_-88.026_7091/0/155_1999","7091/0/155","46.920000","-88.026000","1","1","1999"
"1","15","Tsuga canadensis","46.92_-88.026_7091/0/155_2004","7091/0/155","46.920000","-88.026000","1","1","2004"
"1","15.6","Tsuga canadensis","46.92_-88.026_7091/0/155_2009","7091/0/155","46.920000","-88.026000","1","1","2009"
"1","27.4","Tsuga canadensis","46.92_-88.026_7091/0/157_1962","7091/0/157","46.920000","-88.026000","1","1","1962"
"1","28.1","Tsuga canadensis","46.92_-88.026_7091/0/157_1967","7091/0/157","46.920000","-88.026000","1","1","1967"
"1","31","Tsuga canadensis","46.92_-88.026_7091/0/157_1989","7091/0/157","46.920000","-88.026000","1","1","1989"
"1","31.7","Tsuga canadensis","46.92_-88.026_7091/0/157_1994","7091/0/157","46.920000","-88.026000","1","1","1994"
"1","33.8","Tsuga canadensis","46.92_-88.026_7091/0/157_2004","7091/0/157","46.920000","-88.026000","1","1","2004"
"1","34","Tsuga canadensis","46.92_-88.026_7091/0/157_1999","7091/0/157","46.920000","-88.026000","1","1","1999"
"1","35","Tsuga canadensis","46.92_-88.026_7091/0/157_2009","7091/0/157","46.920000","-88.026000","1","1","2009"
"1","12.2","Tsuga canadensis","46.92_-88.026_7091/0/158_1989","7091/0/158","46.920000","-88.026000","1","1","1989"
"1","12.8","Tsuga canadensis","46.92_-88.026_7091/0/158_1994","7091/0/158","46.920000","-88.026000","1","1","1994"
"1","12.8","Tsuga canadensis","46.92_-88.026_7091/1/158_1999","7091/1/158","46.920000","-88.026000","1","1","1999"
"1","9","Tsuga canadensis","46.92_-88.026_7091/0/160_1994","7091/0/160","46.920000","-88.026000","1","1","1994"
"1","9","Tsuga canadensis","46.92_-88.026_7091/0/160_1999","7091/0/160","46.920000","-88.026000","1","1","1999"
"1","9","Tsuga canadensis","46.92_-88.026_7091/1/160_2004","7091/1/160","46.920000","-88.026000","1","1","2004"
"1","9.2","Tsuga canadensis","46.92_-88.026_7091/0/160_1989","7091/0/160","46.920000","-88.026000","1","1","1989"
"1","17.2","Tsuga canadensis","46.92_-88.026_7091/0/162_1962","7091/0/162","46.920000","-88.026000","1","1","1962"
"1","17.2","Tsuga canadensis","46.92_-88.026_7091/0/162_1967","7091/0/162","46.920000","-88.026000","1","1","1967"
"1","18","Tsuga canadensis","46.92_-88.026_7091/0/162_1999","7091/0/162","46.920000","-88.026000","1","1","1999"
"1","18.2","Tsuga canadensis","46.92_-88.026_7091/0/162_1994","7091/0/162","46.920000","-88.026000","1","1","1994"
"1","18.2","Tsuga canadensis","46.92_-88.026_7091/0/162_2004","7091/0/162","46.920000","-88.026000","1","1","2004"
"1","18.3","Tsuga canadensis","46.92_-88.026_7091/0/162_1989","7091/0/162","46.920000","-88.026000","1","1","1989"
"1","18.4","Tsuga canadensis","46.92_-88.026_7091/0/162_2009","7091/0/162","46.920000","-88.026000","1","1","2009"
"1","20.5","Tsuga canadensis","46.92_-88.026_7091/0/163_1962","7091/0/163","46.920000","-88.026000","1","1","1962"
"1","20.8","Tsuga canadensis","46.92_-88.026_7091/0/163_1967","7091/0/163","46.920000","-88.026000","1","1","1967"
"1","21.9","Tsuga canadensis","46.92_-88.026_7091/0/163_1989","7091/0/163","46.920000","-88.026000","1","1","1989"
"1","22.1","Tsuga canadensis","46.92_-88.026_7091/0/163_1994","7091/0/163","46.920000","-88.026000","1","1","1994"
"1","22.2","Tsuga canadensis","46.92_-88.026_7091/0/163_1999","7091/0/163","46.920000","-88.026000","1","1","1999"
"1","22.6","Tsuga canadensis","46.92_-88.026_7091/0/163_2009","7091/0/163","46.920000","-88.026000","1","1","2009"
"1","22.9","Tsuga canadensis","46.92_-88.026_7091/0/163_2004","7091/0/163","46.920000","-88.026000","1","1","2004"
"1","29.7","Tsuga canadensis","46.92_-88.026_7091/0/164_1962","7091/0/164","46.920000","-88.026000","1","1","1962"
"1","30.4","Tsuga canadensis","46.92_-88.026_7091/0/164_1967","7091/0/164","46.920000","-88.026000","1","1","1967"
"1","34.6","Tsuga canadensis","46.92_-88.026_7091/0/164_1989","7091/0/164","46.920000","-88.026000","1","1","1989"
"1","36.1","Tsuga canadensis","46.92_-88.026_7091/0/164_1994","7091/0/164","46.920000","-88.026000","1","1","1994"
"1","37.1","Tsuga canadensis","46.92_-88.026_7091/0/164_1999","7091/0/164","46.920000","-88.026000","1","1","1999"
"1","38.6","Tsuga canadensis","46.92_-88.026_7091/0/164_2004","7091/0/164","46.920000","-88.026000","1","1","2004"
"1","40","Tsuga canadensis","46.92_-88.026_7091/0/164_2009","7091/0/164","46.920000","-88.026000","1","1","2009"
"1","21.3","Tsuga canadensis","46.92_-88.026_7091/0/165_1962","7091/0/165","46.920000","-88.026000","1","1","1962"
"1","21.5","Tsuga canadensis","46.92_-88.026_7091/0/165_1967","7091/0/165","46.920000","-88.026000","1","1","1967"
"1","24.6","Tsuga canadensis","46.92_-88.026_7091/0/165_1989","7091/0/165","46.920000","-88.026000","1","1","1989"
"1","24.6","Tsuga canadensis","46.92_-88.026_7091/1/165_1994","7091/1/165","46.920000","-88.026000","1","1","1994"
"1","11.8","Tsuga canadensis","46.92_-88.026_7091/0/167_1989","7091/0/167","46.920000","-88.026000","1","1","1989"
"1","12.1","Tsuga canadensis","46.92_-88.026_7091/0/167_1994","7091/0/167","46.920000","-88.026000","1","1","1994"
"1","12.5","Tsuga canadensis","46.92_-88.026_7091/0/167_1999","7091/0/167","46.920000","-88.026000","1","1","1999"
"1","12.7","Tsuga canadensis","46.92_-88.026_7091/0/167_2004","7091/0/167","46.920000","-88.026000","1","1","2004"
"1","12.9","Tsuga canadensis","46.92_-88.026_7091/0/167_2009","7091/0/167","46.920000","-88.026000","1","1","2009"
"1","27.6","Tsuga canadensis","46.92_-88.026_7091/0/168_1962","7091/0/168","46.920000","-88.026000","1","1","1962"
"1","28.1","Tsuga canadensis","46.92_-88.026_7091/0/168_1967","7091/0/168","46.920000","-88.026000","1","1","1967"
"1","32.4","Tsuga canadensis","46.92_-88.026_7091/0/168_1989","7091/0/168","46.920000","-88.026000","1","1","1989"
"1","33.7","Tsuga canadensis","46.92_-88.026_7091/0/168_1994","7091/0/168","46.920000","-88.026000","1","1","1994"
"1","35.2","Tsuga canadensis","46.92_-88.026_7091/0/168_1999","7091/0/168","46.920000","-88.026000","1","1","1999"
"1","35.9","Tsuga canadensis","46.92_-88.026_7091/0/168_2004","7091/0/168","46.920000","-88.026000","1","1","2004"
"1","36.3","Tsuga canadensis","46.92_-88.026_7091/0/168_2009","7091/0/168","46.920000","-88.026000","1","1","2009"
"1","23.6","Tsuga canadensis","46.92_-88.026_7091/0/169_1962","7091/0/169","46.920000","-88.026000","1","1","1962"
"1","24.6","Tsuga canadensis","46.92_-88.026_7091/0/169_1967","7091/0/169","46.920000","-88.026000","1","1","1967"
"1","31.1","Tsuga canadensis","46.92_-88.026_7091/0/169_1989","7091/0/169","46.920000","-88.026000","1","1","1989"
"1","33.3","Tsuga canadensis","46.92_-88.026_7091/0/169_1994","7091/0/169","46.920000","-88.026000","1","1","1994"
"1","35.4","Tsuga canadensis","46.92_-88.026_7091/0/169_1999","7091/0/169","46.920000","-88.026000","1","1","1999"
"1","37.3","Tsuga canadensis","46.92_-88.026_7091/0/169_2004","7091/0/169","46.920000","-88.026000","1","1","2004"
"1","39.3","Tsuga canadensis","46.92_-88.026_7091/0/169_2009","7091/0/169","46.920000","-88.026000","1","1","2009"
"1","11.9","Tsuga canadensis","46.92_-88.026_7091/0/170_1989","7091/0/170","46.920000","-88.026000","1","1","1989"
"1","12.4","Tsuga canadensis","46.92_-88.026_7091/0/170_1994","7091/0/170","46.920000","-88.026000","1","1","1994"
"1","12.6","Tsuga canadensis","46.92_-88.026_7091/0/170_1999","7091/0/170","46.920000","-88.026000","1","1","1999"
"1","13.2","Tsuga canadensis","46.92_-88.026_7091/0/170_2004","7091/0/170","46.920000","-88.026000","1","1","2004"
"1","13.2","Tsuga canadensis","46.92_-88.026_7091/0/170_2009","7091/0/170","46.920000","-88.026000","1","1","2009"
"1","26.6","Tsuga canadensis","46.92_-88.026_7091/0/171_1962","7091/0/171","46.920000","-88.026000","1","1","1962"
"1","27.1","Tsuga canadensis","46.92_-88.026_7091/0/171_1967","7091/0/171","46.920000","-88.026000","1","1","1967"
"1","32.3","Tsuga canadensis","46.92_-88.026_7091/0/171_1989","7091/0/171","46.920000","-88.026000","1","1","1989"
"1","34.6","Tsuga canadensis","46.92_-88.026_7091/0/171_1994","7091/0/171","46.920000","-88.026000","1","1","1994"
"1","36.3","Tsuga canadensis","46.92_-88.026_7091/0/171_1999","7091/0/171","46.920000","-88.026000","1","1","1999"
"1","38.9","Tsuga canadensis","46.92_-88.026_7091/0/171_2004","7091/0/171","46.920000","-88.026000","1","1","2004"
"1","40.9","Tsuga canadensis","46.92_-88.026_7091/0/171_2009","7091/0/171","46.920000","-88.026000","1","1","2009"
"1","18","Tsuga canadensis","46.92_-88.026_7091/0/175_1962","7091/0/175","46.920000","-88.026000","1","1","1962"
"1","18.7","Tsuga canadensis","46.92_-88.026_7091/0/175_1967","7091/0/175","46.920000","-88.026000","1","1","1967"
"1","23.5","Tsuga canadensis","46.92_-88.026_7091/0/175_1989","7091/0/175","46.920000","-88.026000","1","1","1989"
"1","25","Tsuga canadensis","46.92_-88.026_7091/0/175_1994","7091/0/175","46.920000","-88.026000","1","1","1994"
"1","26.2","Tsuga canadensis","46.92_-88.026_7091/0/175_1999","7091/0/175","46.920000","-88.026000","1","1","1999"
"1","27.8","Tsuga canadensis","46.92_-88.026_7091/0/175_2004","7091/0/175","46.920000","-88.026000","1","1","2004"
"1","29.6","Tsuga canadensis","46.92_-88.026_7091/0/175_2009","7091/0/175","46.920000","-88.026000","1","1","2009"
"1","8.6","Tsuga canadensis","46.92_-88.026_7091/0/176_1989","7091/0/176","46.920000","-88.026000","1","1","1989"
"1","9.2","Tsuga canadensis","46.92_-88.026_7091/0/176_1994","7091/0/176","46.920000","-88.026000","1","1","1994"
"1","9.2","Tsuga canadensis","46.92_-88.026_7091/0/176_1999","7091/0/176","46.920000","-88.026000","1","1","1999"
"1","9.2","Tsuga canadensis","46.92_-88.026_7091/0/176_2004","7091/0/176","46.920000","-88.026000","1","1","2004"
"1","10.3","Tsuga canadensis","46.92_-88.026_7091/0/176_2009","7091/0/176","46.920000","-88.026000","1","1","2009"
"1","30.9","Tsuga canadensis","46.92_-88.026_7091/0/178_1962","7091/0/178","46.920000","-88.026000","1","1","1962"
"1","32","Tsuga canadensis","46.92_-88.026_7091/0/178_1967","7091/0/178","46.920000","-88.026000","1","1","1967"
"1","36.4","Tsuga canadensis","46.92_-88.026_7091/0/178_1989","7091/0/178","46.920000","-88.026000","1","1","1989"
"1","37.8","Tsuga canadensis","46.92_-88.026_7091/0/178_1994","7091/0/178","46.920000","-88.026000","1","1","1994"
"1","38.9","Tsuga canadensis","46.92_-88.026_7091/0/178_1999","7091/0/178","46.920000","-88.026000","1","1","1999"
"1","40.8","Tsuga canadensis","46.92_-88.026_7091/0/178_2004","7091/0/178","46.920000","-88.026000","1","1","2004"
"1","42.5","Tsuga canadensis","46.92_-88.026_7091/0/178_2009","7091/0/178","46.920000","-88.026000","1","1","2009"
"1","31.2","Tsuga canadensis","46.92_-88.026_7091/0/179_1962","7091/0/179","46.920000","-88.026000","1","1","1962"
"1","32.7","Tsuga canadensis","46.92_-88.026_7091/0/179_1967","7091/0/179","46.920000","-88.026000","1","1","1967"
"1","41.1","Tsuga canadensis","46.92_-88.026_7091/0/179_1989","7091/0/179","46.920000","-88.026000","1","1","1989"
"1","44.2","Tsuga canadensis","46.92_-88.026_7091/0/179_1994","7091/0/179","46.920000","-88.026000","1","1","1994"
"1","47.6","Tsuga canadensis","46.92_-88.026_7091/0/179_1999","7091/0/179","46.920000","-88.026000","1","1","1999"
"1","51.3","Tsuga canadensis","46.92_-88.026_7091/0/179_2009","7091/0/179","46.920000","-88.026000","1","1","2009"
"1","51.4","Tsuga canadensis","46.92_-88.026_7091/0/179_2004","7091/0/179","46.920000","-88.026000","1","1","2004"
"1","19.5","Tsuga canadensis","46.92_-88.026_7091/0/180_1962","7091/0/180","46.920000","-88.026000","1","1","1962"
"1","20","Tsuga canadensis","46.92_-88.026_7091/0/180_1967","7091/0/180","46.920000","-88.026000","1","1","1967"
"1","21.8","Tsuga canadensis","46.92_-88.026_7091/0/180_1989","7091/0/180","46.920000","-88.026000","1","1","1989"
"1","22.7","Tsuga canadensis","46.92_-88.026_7091/0/180_1994","7091/0/180","46.920000","-88.026000","1","1","1994"
"1","23.5","Tsuga canadensis","46.92_-88.026_7091/0/180_1999","7091/0/180","46.920000","-88.026000","1","1","1999"
"1","24.8","Tsuga canadensis","46.92_-88.026_7091/0/180_2004","7091/0/180","46.920000","-88.026000","1","1","2004"
"1","26.8","Tsuga canadensis","46.92_-88.026_7091/0/180_2009","7091/0/180","46.920000","-88.026000","1","1","2009"
"1","43.9","Tsuga canadensis","46.92_-88.026_7092/0/182_1962","7092/0/182","46.920000","-88.026000","1","1","1962"
"1","45.4","Tsuga canadensis","46.92_-88.026_7092/0/182_1967","7092/0/182","46.920000","-88.026000","1","1","1967"
"1","51.8","Tsuga canadensis","46.92_-88.026_7092/0/182_1989","7092/0/182","46.920000","-88.026000","1","1","1989"
"1","53.6","Tsuga canadensis","46.92_-88.026_7092/0/182_1994","7092/0/182","46.920000","-88.026000","1","1","1994"
"1","54.5","Tsuga canadensis","46.92_-88.026_7092/0/182_1999","7092/0/182","46.920000","-88.026000","1","1","1999"
"1","55.8","Tsuga canadensis","46.92_-88.026_7092/0/182_2004","7092/0/182","46.920000","-88.026000","1","1","2004"
"1","57.6","Tsuga canadensis","46.92_-88.026_7092/0/182_2009","7092/0/182","46.920000","-88.026000","1","1","2009"
"1","37.8","Tsuga canadensis","46.92_-88.026_7092/0/185_1962","7092/0/185","46.920000","-88.026000","1","1","1962"
"1","38.6","Tsuga canadensis","46.92_-88.026_7092/0/185_1967","7092/0/185","46.920000","-88.026000","1","1","1967"
"1","41.5","Tsuga canadensis","46.92_-88.026_7092/0/185_1989","7092/0/185","46.920000","-88.026000","1","1","1989"
"1","42.2","Tsuga canadensis","46.92_-88.026_7092/0/185_1994","7092/0/185","46.920000","-88.026000","1","1","1994"
"1","42.7","Tsuga canadensis","46.92_-88.026_7092/0/185_1999","7092/0/185","46.920000","-88.026000","1","1","1999"
"1","43.4","Tsuga canadensis","46.92_-88.026_7092/0/185_2004","7092/0/185","46.920000","-88.026000","1","1","2004"
"1","43.7","Tsuga canadensis","46.92_-88.026_7092/0/185_2009","7092/0/185","46.920000","-88.026000","1","1","2009"
"1","60.4","Tsuga canadensis","46.92_-88.026_7092/0/186_1962","7092/0/186","46.920000","-88.026000","1","1","1962"
"1","61.9","Tsuga canadensis","46.92_-88.026_7092/0/186_1967","7092/0/186","46.920000","-88.026000","1","1","1967"
"1","70.5","Tsuga canadensis","46.92_-88.026_7092/0/186_1989","7092/0/186","46.920000","-88.026000","1","1","1989"
"1","71.6","Tsuga canadensis","46.92_-88.026_7092/0/186_1994","7092/0/186","46.920000","-88.026000","1","1","1994"
"1","72.9","Tsuga canadensis","46.92_-88.026_7092/0/186_1999","7092/0/186","46.920000","-88.026000","1","1","1999"
"1","75","Tsuga canadensis","46.92_-88.026_7092/0/186_2004","7092/0/186","46.920000","-88.026000","1","1","2004"
"1","76.6","Tsuga canadensis","46.92_-88.026_7092/0/186_2009","7092/0/186","46.920000","-88.026000","1","1","2009"
"1","53.3","Tsuga canadensis","46.92_-88.026_7092/0/187_1962","7092/0/187","46.920000","-88.026000","1","1","1962"
"1","54.6","Tsuga canadensis","46.92_-88.026_7092/0/187_1967","7092/0/187","46.920000","-88.026000","1","1","1967"
"1","60.8","Tsuga canadensis","46.92_-88.026_7092/0/187_1989","7092/0/187","46.920000","-88.026000","1","1","1989"
"1","62.4","Tsuga canadensis","46.92_-88.026_7092/0/187_1994","7092/0/187","46.920000","-88.026000","1","1","1994"
"1","63.3","Tsuga canadensis","46.92_-88.026_7092/0/187_1999","7092/0/187","46.920000","-88.026000","1","1","1999"
"1","64","Tsuga canadensis","46.92_-88.026_7092/0/187_2004","7092/0/187","46.920000","-88.026000","1","1","2004"
"1","66","Tsuga canadensis","46.92_-88.026_7092/0/187_2009","7092/0/187","46.920000","-88.026000","1","1","2009"
"1","14.4","Tsuga canadensis","46.92_-88.026_7092/0/188_1962","7092/0/188","46.920000","-88.026000","1","1","1962"
"1","14.9","Tsuga canadensis","46.92_-88.026_7092/0/188_1967","7092/0/188","46.920000","-88.026000","1","1","1967"
"1","16.3","Tsuga canadensis","46.92_-88.026_7092/0/188_1989","7092/0/188","46.920000","-88.026000","1","1","1989"
"1","17.3","Tsuga canadensis","46.92_-88.026_7092/0/188_1994","7092/0/188","46.920000","-88.026000","1","1","1994"
"1","17.3","Tsuga canadensis","46.92_-88.026_7092/0/188_1999","7092/0/188","46.920000","-88.026000","1","1","1999"
"1","18","Tsuga canadensis","46.92_-88.026_7092/0/188_2004","7092/0/188","46.920000","-88.026000","1","1","2004"
"1","18.8","Tsuga canadensis","46.92_-88.026_7092/0/188_2009","7092/0/188","46.920000","-88.026000","1","1","2009"
"1","31.4","Tsuga canadensis","46.92_-88.026_7092/0/190_1962","7092/0/190","46.920000","-88.026000","1","1","1962"
"1","32.2","Tsuga canadensis","46.92_-88.026_7092/0/190_1967","7092/0/190","46.920000","-88.026000","1","1","1967"
"1","36.2","Tsuga canadensis","46.92_-88.026_7092/0/190_1989","7092/0/190","46.920000","-88.026000","1","1","1989"
"1","37","Tsuga canadensis","46.92_-88.026_7092/0/190_1994","7092/0/190","46.920000","-88.026000","1","1","1994"
"1","37.3","Tsuga canadensis","46.92_-88.026_7092/0/190_1999","7092/0/190","46.920000","-88.026000","1","1","1999"
"1","38","Tsuga canadensis","46.92_-88.026_7092/0/190_2004","7092/0/190","46.920000","-88.026000","1","1","2004"
"1","39.2","Tsuga canadensis","46.92_-88.026_7092/0/190_2009","7092/0/190","46.920000","-88.026000","1","1","2009"
"1","37.8","Tsuga canadensis","46.92_-88.026_7092/0/191_1962","7092/0/191","46.920000","-88.026000","1","1","1962"
"1","38.6","Tsuga canadensis","46.92_-88.026_7092/0/191_1967","7092/0/191","46.920000","-88.026000","1","1","1967"
"1","41","Tsuga canadensis","46.92_-88.026_7092/1/191_1989","7092/1/191","46.920000","-88.026000","1","1","1989"
"1","35.5","Tsuga canadensis","46.92_-88.026_7092/0/192_1962","7092/0/192","46.920000","-88.026000","1","1","1962"
"1","36","Tsuga canadensis","46.92_-88.026_7092/0/192_1967","7092/0/192","46.920000","-88.026000","1","1","1967"
"1","40.6","Tsuga canadensis","46.92_-88.026_7092/0/192_1989","7092/0/192","46.920000","-88.026000","1","1","1989"
"1","42.9","Tsuga canadensis","46.92_-88.026_7092/0/192_1994","7092/0/192","46.920000","-88.026000","1","1","1994"
"1","43.6","Tsuga canadensis","46.92_-88.026_7092/0/192_1999","7092/0/192","46.920000","-88.026000","1","1","1999"
"1","44.6","Tsuga canadensis","46.92_-88.026_7092/0/192_2004","7092/0/192","46.920000","-88.026000","1","1","2004"
"1","45.7","Tsuga canadensis","46.92_-88.026_7092/0/192_2009","7092/0/192","46.920000","-88.026000","1","1","2009"
"1","19.5","Tsuga canadensis","46.92_-88.026_7092/0/194_1962","7092/0/194","46.920000","-88.026000","1","1","1962"
"1","19.5","Tsuga canadensis","46.92_-88.026_7092/0/194_1967","7092/0/194","46.920000","-88.026000","1","1","1967"
"1","20.2","Tsuga canadensis","46.92_-88.026_7092/0/194_1989","7092/0/194","46.920000","-88.026000","1","1","1989"
"1","20.2","Tsuga canadensis","46.92_-88.026_7092/0/194_2004","7092/0/194","46.920000","-88.026000","1","1","2004"
"1","20.2","Tsuga canadensis","46.92_-88.026_7092/1/194_2009","7092/1/194","46.920000","-88.026000","1","1","2009"
"1","20.3","Tsuga canadensis","46.92_-88.026_7092/0/194_1994","7092/0/194","46.920000","-88.026000","1","1","1994"
"1","20.3","Tsuga canadensis","46.92_-88.026_7092/0/194_1999","7092/0/194","46.920000","-88.026000","1","1","1999"
"1","49.2","Tsuga canadensis","46.92_-88.026_7092/0/195_1962","7092/0/195","46.920000","-88.026000","1","1","1962"
"1","50.5","Tsuga canadensis","46.92_-88.026_7092/0/195_1967","7092/0/195","46.920000","-88.026000","1","1","1967"
"1","55.4","Tsuga canadensis","46.92_-88.026_7092/0/195_1989","7092/0/195","46.920000","-88.026000","1","1","1989"
"1","56.8","Tsuga canadensis","46.92_-88.026_7092/0/195_1994","7092/0/195","46.920000","-88.026000","1","1","1994"
"1","57","Tsuga canadensis","46.92_-88.026_7092/0/195_1999","7092/0/195","46.920000","-88.026000","1","1","1999"
"1","59","Tsuga canadensis","46.92_-88.026_7092/0/195_2004","7092/0/195","46.920000","-88.026000","1","1","2004"
"1","60.7","Tsuga canadensis","46.92_-88.026_7092/0/195_2009","7092/0/195","46.920000","-88.026000","1","1","2009"
